FunctionName, RelativePath, CountLineCode, CountPath, Cyclomatic, MaxNesting, Knots, CountInput, CountOutput
emit_jump_insn_before, gcc-2.8.0\emit-rtl.c, 14, 2, 2, 1, 1, 7, 4
reg_used_between_p, gcc-2.8.0\rtlanal.c, 16, 4, 4, 2, 4, 13, 3
reg_set_between_p, gcc-2.8.0\rtlanal.c, 13, 4, 4, 2, 4, 16, 2
my_index, gcc-2.8.0\getopt.c, 13, 3, 3, 2, 3, 3, 1
exchange, gcc-2.8.0\getopt.c, 40, 5, 5, 3, 1, 5, 3
_getopt_initialize, gcc-2.8.0\getopt.c, 25, 4, 4, 1, 3, 4, 7
_getopt_internal, gcc-2.8.0\getopt.c, 332, 3029292, 72, 6, 72, 22, 17
getopt, gcc-2.8.0\getopt.c, 11, 1, 1, 0, 0, 4, 2
i386_return_pops_args, gcc-2.8.0\config\i386\i386.c, 20, 8, 5, 2, 3, 13, 4
make_node, gcc-2.8.0\tree.c, 102, 1056, 35, 3, 29, 93, 30
type_for_mode, gcc-2.8.0\c-common.c, 35, 15, 24, 1, 14, 39, 2
tree_int_cst_lt, gcc-2.8.0\tree.c, 10, 3, 3, 1, 2, 32, 1
tree_int_cst_sgn, gcc-2.8.0\tree.c, 13, 4, 4, 1, 3, 20, 1
get_unwidened, gcc-2.8.0\tree.c, 55, 33, 9, 3, 2, 25, 7
uns_arith_operand, gcc-2.8.0\config\sparc\sparc.c, 7, 1, 1, 0, 0, 2, 3
save_expr, gcc-2.8.0\tree.c, 16, 6, 4, 1, 2, 45, 6
yyparse, gcc-2.8.0\c-parse.c, 1773, 34570, 456, 5, 52774, 76, 170
yyerror, gcc-2.8.0\c-lex.c, 21, 6, 6, 1, 5, 7, 5
yylex, gcc-2.8.0\cp\spew.c, 109, 544, 40, 4, 33, 35, 32
__truncdfsf2, gcc-2.8.0\floatlib.c, 23, 3, 3, 1, 1, 5, 3
pc_or_label_operand, gcc-2.8.0\config\mips\mips.c, 11, 3, 3, 1, 2, 3, 1
gettags, gcc-2.8.0\cp\decl.c, 5, 1, 1, 0, 0, 3, 1
pointer_int_sum, gcc-2.8.0\cp\typeck.c, 62, 117, 15, 2, 5, 19, 11
assemble_asm, gcc-2.8.0\varasm.c, 14, 3, 3, 1, 1, 14, 3
resume_momentary, gcc-2.8.0\tree.c, 7, 2, 2, 1, 0, 19, 1
reg_unused_after, gcc-2.8.0\config\sh\sh.c, 65, 51, 20, 5, 60, 12, 3
store_multiple_operation, gcc-2.8.0\config\a29k\a29k.c, 34, 4, 5, 2, 4, 10, 2
finish_file, gcc-2.8.0\cp\decl2.c, 295, 999999999, 50, 5, 16, 69, 82
build_tree_list, gcc-2.8.0\tree.c, 9, 1, 1, 0, 0, 80, 5
chainon, gcc-2.8.0\tree.c, 18, 7, 5, 3, 1, 51, 4
overflow_warning, gcc-2.8.0\c-common.c, 23, 5, 5, 2, 1, 13, 3
grokparms, gcc-2.8.0\cp\decl.c, 178, 348174, 37, 7, 24, 28, 25
c_alignof_expr, gcc-2.8.0\c-typeck.c, 34, 7, 7, 3, 4, 14, 4
start_init, gcc-2.8.0\c-typeck.c, 57, 8, 4, 1, 1, 29, 28
really_start_incremental_init, gcc-2.8.0\c-typeck.c, 82, 60, 9, 2, 3, 36, 45
pop_init_level, gcc-2.8.0\c-typeck.c, 156, 594, 26, 4, 12, 52, 49
finish_init, gcc-2.8.0\c-typeck.c, 27, 4, 3, 1, 0, 19, 15
compare_token_lists, gcc-2.8.0\cpplib.c, 14, 4, 4, 2, 6, 7, 2
parser_build_binary_op, gcc-2.8.0\c-typeck.c, 79, 18016, 19, 3, 1, 14, 10
get_super_receiver, gcc-2.8.0\objc\objc-act.c, 65, 6, 8, 4, 6, 22, 17
is_ivar, gcc-2.8.0\objc\objc-act.c, 10, 3, 3, 2, 3, 9, 1
is_private, gcc-2.8.0\objc\objc-act.c, 14, 2, 2, 1, 1, 14, 3
build_ivar_reference, gcc-2.8.0\objc\objc-act.c, 12, 2, 2, 1, 0, 9, 7
hashf, gcc-2.8.0\gen-protos.c, 11, 2, 2, 1, 0, 4, 1
assemble_external, gcc-2.8.0\varasm.c, 7, 2, 2, 1, 1, 36, 0
build_function_type, gcc-2.8.0\tree.c, 20, 4, 3, 1, 0, 47, 10
combine_strings, gcc-2.8.0\c-common.c, 89, 184, 17, 5, 6, 25, 15
is_system_include, gcc-2.8.0\cpplib.c, 21, 5, 5, 4, 9, 8, 3
push_iterator_stack, gcc-2.8.0\c-iterate.c, 11, 1, 4, 0, 0, 10, 9
push_label_level, gcc-2.8.0\c-decl.c, 20, 2, 2, 1, 1, 7, 8
expand_start_stmt_expr, gcc-2.8.0\stmt.c, 16, 2, 2, 1, 1, 5, 9
pop_iterator_stack, gcc-2.8.0\c-iterate.c, 8, 2, 2, 1, 0, 5, 3
pop_label_level, gcc-2.8.0\c-decl.c, 42, 24, 8, 3, 3, 21, 16
expand_end_stmt_expr, gcc-2.8.0\stmt.c, 41, 6, 6, 2, 3, 11, 20
delete_assertion, gcc-2.8.0\cpplib.c, 20, 16, 5, 1, 0, 9, 6
broken_move, gcc-2.8.0\config\arm\arm.c, 23, 5, 5, 2, 4, 9, 2
is_public, gcc-2.8.0\objc\objc-act.c, 44, 8, 9, 4, 15, 16, 8
build_message_expr, gcc-2.8.0\objc\objc-act.c, 211, 32672, 43, 4, 19, 32, 24
build_selector_expr, gcc-2.8.0\objc\objc-act.c, 16, 12, 5, 1, 2, 6, 5
build_protocol_expr, gcc-2.8.0\objc\objc-act.c, 21, 6, 4, 1, 1, 11, 8
build_encode_expr, gcc-2.8.0\objc\objc-act.c, 16, 2, 6, 1, 0, 11, 10
build_objc_string_object, gcc-2.8.0\objc\objc-act.c, 40, 14, 6, 2, 1, 14, 20
c_mark_varargs, gcc-2.8.0\c-decl.c, 5, 1, 1, 0, 0, 2, 1
shadow_tag_warned, gcc-2.8.0\c-decl.c, 52, 42, 10, 4, 2, 12, 8
suspend_momentary, gcc-2.8.0\tree.c, 7, 1, 1, 0, 0, 21, 2
pending_xref_error, gcc-2.8.0\c-decl.c, 10, 2, 2, 1, 0, 7, 2
tree_cons, gcc-2.8.0\tree.c, 16, 4, 6, 1, 0, 148, 14
split_specs_attrs, gcc-2.8.0\c-common.c, 48, 29, 9, 3, 4, 11, 4
get_static_reference, gcc-2.8.0\objc\objc-act.c, 23, 3, 3, 2, 0, 7, 13
get_object_reference, gcc-2.8.0\objc\objc-act.c, 32, 9, 5, 2, 1, 12, 16
split_di, gcc-2.8.0\config\ns32k\ns32k.c, 26, 5, 5, 2, 3, 7, 5
find_file, gcc-2.8.0\protoize.c, 31, 4, 4, 3, 2, 10, 13
decl_attributes, gcc-2.8.0\c-common.c, 382, 449610, 83, 6, 211, 53, 43
push_momentary, gcc-2.8.0\tree.c, 12, 1, 4, 0, 0, 19, 10
pop_momentary, gcc-2.8.0\tree.c, 8, 1, 2, 0, 0, 17, 5
pop_momentary_nofree, gcc-2.8.0\tree.c, 7, 1, 1, 0, 0, 5, 2
process_init_element, gcc-2.8.0\c-typeck.c, 217, 2861611, 33, 4, 40, 35, 24
push_init_level, gcc-2.8.0\c-typeck.c, 129, 924, 18, 3, 12, 40, 47
set_init_label, gcc-2.8.0\c-typeck.c, 29, 21, 8, 2, 5, 14, 3
push_c_function_context, gcc-2.8.0\c-decl.c, 18, 2, 2, 1, 0, 11, 12
pop_c_function_context, gcc-2.8.0\c-decl.c, 25, 6, 4, 2, 0, 22, 18
build_nt, gcc-2.8.0\tree.c, 15, 2, 3, 1, 0, 26, 5
make_binding_level, gcc-2.8.0\cp\decl.c, 6, 1, 1, 0, 0, 2, 2
start_struct, gcc-2.8.0\c-decl.c, 27, 12, 6, 2, 1, 28, 10
xrealloc, gcc-2.8.0\cccp.c, 10, 2, 2, 1, 0, 9, 3
nreverse, gcc-2.8.0\tree.c, 13, 2, 2, 1, 0, 55, 3
lookup, gcc-2.8.0\cse.c, 13, 3, 3, 2, 3, 18, 2
get_class_ivars, gcc-2.8.0\objc\objc-act.c, 8, 2, 2, 1, 0, 3, 3
gpc_reg_operand, gcc-2.8.0\config\a29k\a29k.c, 21, 5, 5, 2, 5, 13, 2
emit_line_note, gcc-2.8.0\emit-rtl.c, 13, 2, 2, 1, 1, 16, 4
clear_last_expr, gcc-2.8.0\stmt.c, 5, 1, 1, 0, 0, 11, 1
expand_start_bindings, gcc-2.8.0\stmt.c, 37, 4, 8, 1, 1, 35, 32
add_objc_decls, gcc-2.8.0\objc\objc-act.c, 14, 2, 2, 1, 0, 3, 9
declare_nonlocal_label, gcc-2.8.0\stmt.c, 15, 2, 2, 1, 0, 10, 6
expand_end_bindings, gcc-2.8.0\stmt.c, 135, 802818, 32, 3, 2, 71, 52
get_shift_alg, gcc-2.8.0\config\h8300\h8300.c, 437, 1600, 106, 5, 422, 12, 5
c_expand_start_cond, gcc-2.8.0\c-common.c, 19, 3, 3, 1, 1, 8, 6
position_after_white_space, gcc-2.8.0\c-lex.c, 10, 2, 2, 1, 1, 4, 4
emit_nop, gcc-2.8.0\stmt.c, 14, 3, 3, 2, 0, 7, 4
expand_start_loop_continue_elsewhere, gcc-2.8.0\stmt.c, 8, 1, 1, 0, 0, 7, 7
expand_loop_continue_here, gcc-2.8.0\stmt.c, 12, 2, 2, 1, 1, 13, 4
iterator_expand, gcc-2.8.0\c-iterate.c, 10, 1, 1, 0, 0, 3, 4
clear_momentary, gcc-2.8.0\tree.c, 5, 1, 2, 0, 0, 11, 3
c_expand_start_else, gcc-2.8.0\c-common.c, 10, 2, 2, 1, 0, 5, 3
c_expand_end_cond, gcc-2.8.0\c-common.c, 6, 1, 1, 0, 0, 2, 2
warning_with_file_and_line, gcc-2.8.0\toplev.c, 8, 1, 1, 0, 0, 9, 2
expand_start_loop, gcc-2.8.0\stmt.c, 26, 2, 6, 1, 1, 25, 25
expand_exit_loop_if_false, gcc-2.8.0\stmt.c, 31, 8, 5, 2, 2, 19, 12
expand_end_loop, gcc-2.8.0\stmt.c, 83, 12545, 21, 3, 7, 34, 24
c_expand_expr_stmt, gcc-2.8.0\c-common.c, 13, 4, 3, 1, 0, 10, 4
expand_end_case, gcc-2.8.0\stmt.c, 205, 25694273, 45, 5, 16, 58, 56
expand_exit_something, gcc-2.8.0\stmt.c, 13, 3, 3, 2, 3, 7, 3
expand_continue_loop, gcc-2.8.0\stmt.c, 13, 4, 3, 1, 1, 9, 3
expand_asm, gcc-2.8.0\stmt.c, 20, 4, 4, 1, 2, 13, 4
expand_goto, gcc-2.8.0\stmt.c, 41, 4, 4, 2, 2, 17, 16
expand_computed_goto, gcc-2.8.0\stmt.c, 20, 3, 3, 2, 1, 9, 7
iterator_for_loop_start, gcc-2.8.0\c-iterate.c, 8, 1, 1, 0, 0, 3, 4
iterator_for_loop_end, gcc-2.8.0\c-iterate.c, 7, 1, 1, 0, 0, 3, 3
check_case_value, gcc-2.8.0\c-common.c, 18, 5, 4, 1, 2, 9, 4
pushcase, gcc-2.8.0\stmt.c, 59, 52, 13, 3, 13, 24, 12
convert_and_check, gcc-2.8.0\c-common.c, 25, 5, 5, 4, 1, 16, 9
error_with_decl, gcc-2.8.0\toplev.c, 8, 1, 1, 0, 0, 27, 2
pushcase_range, gcc-2.8.0\stmt.c, 55, 99, 13, 3, 10, 27, 9
expand_label, gcc-2.8.0\stmt.c, 25, 8, 6, 2, 1, 24, 18
clear_parm_order, gcc-2.8.0\c-decl.c, 5, 1, 1, 0, 0, 2, 2
current_file_function_operand, gcc-2.8.0\config\alpha\alpha.c, 10, 1, 1, 0, 0, 10, 1
parmlist_tags_warning, gcc-2.8.0\c-decl.c, 29, 9, 9, 2, 2, 13, 1
get_parm_info, gcc-2.8.0\c-decl.c, 65, 97, 12, 3, 4, 20, 15
push_parm_decl, gcc-2.8.0\c-decl.c, 18, 1, 1, 0, 0, 11, 9
finish_class, gcc-2.8.0\objc\objc-act.c, 51, 14, 10, 3, 4, 18, 10
objc_declare_class, gcc-2.8.0\objc\objc-act.c, 25, 10, 5, 2, 0, 10, 10
objc_declare_alias, gcc-2.8.0\objc\objc-act.c, 14, 6, 4, 1, 2, 7, 5
start_class, gcc-2.8.0\objc\objc-act.c, 121, 1872, 27, 3, 10, 21, 34
continue_class, gcc-2.8.0\objc\objc-act.c, 44, 19, 8, 2, 3, 16, 24
remember_protocol_qualifiers, gcc-2.8.0\c-lex.c, 16, 7, 7, 2, 4, 3, 2
start_protocol, gcc-2.8.0\objc\objc-act.c, 24, 8, 4, 1, 1, 8, 15
forget_protocol_qualifiers, gcc-2.8.0\c-lex.c, 9, 3, 3, 2, 0, 4, 2
finish_protocol, gcc-2.8.0\objc\objc-act.c, 5, 1, 1, 0, 0, 1, 0
add_instance_variable, gcc-2.8.0\objc\objc-act.c, 40, 16, 6, 1, 5, 12, 12
add_class_method, gcc-2.8.0\objc\objc-act.c, 36, 12, 6, 3, 3, 13, 12
start_method_def, gcc-2.8.0\objc\objc-act.c, 59, 18, 7, 3, 2, 19, 12
continue_method_def, gcc-2.8.0\objc\objc-act.c, 13, 2, 2, 1, 1, 6, 5
finish_method_def, gcc-2.8.0\objc\objc-act.c, 7, 1, 1, 0, 0, 2, 5
add_instance_method, gcc-2.8.0\objc\objc-act.c, 36, 12, 6, 3, 3, 13, 12
build_method_decl, gcc-2.8.0\objc\objc-act.c, 25, 2, 2, 1, 1, 7, 10
build_keyword_decl, gcc-2.8.0\objc\objc-act.c, 14, 1, 1, 0, 0, 4, 8
get_class_reference, gcc-2.8.0\objc\objc-act.c, 30, 5, 5, 4, 5, 14, 10
get_key_value, gcc-2.8.0\prefix.c, 12, 4, 3, 1, 0, 2, 4
translate_name, gcc-2.8.0\prefix.c, 38, 17, 7, 2, 2, 2, 8
concat3, gcc-2.8.0\config\winnt\ld.c, 6, 1, 1, 0, 0, 3, 2
safe_write, gcc-2.8.0\protoize.c, 19, 3, 3, 2, 2, 7, 4
lookup_key, gcc-2.8.0\prefix.c, 36, 14, 6, 2, 2, 3, 7
update_path, gcc-2.8.0\prefix.c, 15, 5, 4, 2, 0, 5, 5
duplicate_loop_exit_test, gcc-2.8.0\jump.c, 132, 3835, 32, 4, 31, 13, 24
find_cross_jump, gcc-2.8.0\jump.c, 83, 5634, 17, 5, 17, 7, 11
do_cross_jump, gcc-2.8.0\jump.c, 35, 12, 6, 3, 1, 10, 11
jump_back_p, gcc-2.8.0\jump.c, 30, 8, 6, 2, 5, 6, 7
tension_vector_labels, gcc-2.8.0\jump.c, 22, 4, 4, 3, 0, 8, 4
mark_jump_label, gcc-2.8.0\jump.c, 98, 162, 33, 4, 29, 16, 7
delete_computation, gcc-2.8.0\jump.c, 54, 275, 14, 6, 15, 9, 4
delete_from_jump_chain, gcc-2.8.0\jump.c, 28, 9, 6, 3, 7, 9, 2
delete_labelref_insn, gcc-2.8.0\jump.c, 31, 9, 6, 3, 8, 6, 3
redirect_tablejump, gcc-2.8.0\jump.c, 21, 4, 3, 1, 0, 7, 6
find_insert_position, gcc-2.8.0\jump.c, 26, 13, 8, 2, 7, 9, 6
jump_optimize, gcc-2.8.0\jump.c, 998, 999999999, 148, 9, 69, 40, 76
remove_note, gcc-2.8.0\rtlanal.c, 19, 4, 4, 2, 4, 14, 3
check_exception_handler_labels, gcc-2.8.0\except.c, 48, 89, 13, 5, 6, 7, 3
exception_optimize, gcc-2.8.0\except.c, 16, 4, 4, 2, 1, 6, 2
emit_barrier, gcc-2.8.0\emit-rtl.c, 8, 1, 1, 0, 0, 22, 6
gen_add2_insn, gcc-2.8.0\optabs.c, 11, 2, 2, 1, 0, 12, 2
find_equiv_reg, gcc-2.8.0\reload.c, 304, 166284, 66, 7, 174, 31, 12
prev_nonnote_insn, gcc-2.8.0\emit-rtl.c, 12, 3, 3, 2, 2, 38, 1
remove_death, gcc-2.8.0\combine.c, 13, 2, 2, 1, 0, 6, 5
side_effects_p, gcc-2.8.0\rtlanal.c, 58, 24, 29, 4, 21, 34, 1
find_reg_note, gcc-2.8.0\rtlanal.c, 13, 3, 3, 2, 3, 54, 1
condjump_p, gcc-2.8.0\jump.c, 23, 7, 7, 1, 6, 16, 1
condjump_in_parallel_p, gcc-2.8.0\jump.c, 27, 8, 8, 1, 7, 7, 1
prev_active_insn, gcc-2.8.0\emit-rtl.c, 17, 3, 3, 2, 2, 8, 1
redirect_jump, gcc-2.8.0\jump.c, 28, 14, 8, 2, 2, 14, 7
delete_jump, gcc-2.8.0\jump.c, 8, 2, 2, 1, 0, 4, 2
get_label_before, gcc-2.8.0\jump.c, 15, 2, 2, 1, 0, 5, 5
no_labels_between_p, gcc-2.8.0\rtlanal.c, 10, 3, 3, 2, 3, 9, 1
reg_referenced_between_p, gcc-2.8.0\rtlanal.c, 15, 4, 4, 2, 4, 8, 3
emit_insn_after_with_line_notes, gcc-2.8.0\emit-rtl.c, 16, 4, 3, 1, 0, 7, 3
invert_jump, gcc-2.8.0\jump.c, 20, 6, 6, 3, 2, 10, 6
may_trap_p, gcc-2.8.0\rtlanal.c, 61, 22, 28, 4, 37, 14, 2
rtx_cost, gcc-2.8.0\cse.c, 56, 49, 17, 3, 18, 30, 5
validate_change, gcc-2.8.0\recog.c, 28, 9, 5, 1, 2, 30, 12
gen_move_insn, gcc-2.8.0\optabs.c, 59, 82, 10, 4, 5, 33, 13
replace_rtx, gcc-2.8.0\rtlanal.c, 21, 7, 7, 3, 3, 20, 5
reg_set_last, gcc-2.8.0\rtlanal.c, 37, 6, 7, 4, 13, 13, 8
get_condition, gcc-2.8.0\loop.c, 132, 45529, 29, 3, 28, 13, 11
start_sequence, gcc-2.8.0\emit-rtl.c, 19, 2, 2, 1, 1, 59, 9
end_sequence, gcc-2.8.0\emit-rtl.c, 11, 1, 1, 0, 0, 70, 6
emit_insns_before, gcc-2.8.0\emit-rtl.c, 15, 2, 2, 1, 0, 13, 2
emit_insns_after, gcc-2.8.0\emit-rtl.c, 23, 18, 6, 1, 1, 12, 5
can_reverse_comparison_p, gcc-2.8.0\jump.c, 30, 6, 6, 2, 4, 12, 3
emit_store_flag, gcc-2.8.0\expmed.c, 257, 5723900, 67, 4, 46, 34, 20
expand_and, gcc-2.8.0\expmed.c, 22, 27, 7, 1, 4, 15, 5
expand_unop, gcc-2.8.0\optabs.c, 197, 10668, 35, 6, 33, 36, 29
preserve_subexpressions_p, gcc-2.8.0\stmt.c, 13, 3, 3, 1, 2, 17, 2
find_next_ref, gcc-2.8.0\explow.c, 39, 19, 10, 4, 23, 7, 5
simplify_relational_operation, gcc-2.8.0\cse.c, 150, 956, 54, 3, 149, 28, 8
get_label_after, gcc-2.8.0\jump.c, 14, 2, 2, 1, 0, 7, 5
follow_jumps, gcc-2.8.0\jump.c, 37, 18, 8, 4, 12, 8, 3
next_label, gcc-2.8.0\emit-rtl.c, 12, 3, 3, 2, 2, 6, 1
squeeze_notes, gcc-2.8.0\jump.c, 33, 4, 4, 3, 1, 8, 1
max_reg_num, gcc-2.8.0\emit-rtl.c, 5, 1, 1, 0, 0, 11, 1
emit_barrier_before, gcc-2.8.0\emit-rtl.c, 9, 1, 1, 0, 0, 5, 6
emit_note_before, gcc-2.8.0\emit-rtl.c, 12, 1, 1, 0, 0, 5, 7
copy_rtx, gcc-2.8.0\rtl.c, 77, 24, 26, 4, 26, 70, 16
replace_regs, gcc-2.8.0\rtlanal.c, 78, 25, 24, 3, 35, 17, 7
rtx_renumbered_equal_p, gcc-2.8.0\jump.c, 126, 46, 40, 4, 121, 19, 5
cancel_changes, gcc-2.8.0\recog.c, 13, 3, 3, 2, 0, 9, 5
apply_change_group, gcc-2.8.0\recog.c, 57, 34, 11, 5, 17, 24, 16
swap_condition, gcc-2.8.0\jump.c, 30, 10, 11, 1, 45, 16, 2
unsigned_condition, gcc-2.8.0\jump.c, 25, 6, 11, 1, 15, 2, 2
signed_condition, gcc-2.8.0\jump.c, 25, 6, 11, 1, 15, 2, 2
comparison_dominates_p, gcc-2.8.0\jump.c, 33, 12, 12, 2, 46, 6, 1
sets_cc0_p, gcc-2.8.0\jump.c, 6, 1, 1, 0, 0, 0, 2
get_pool_constant, gcc-2.8.0\varasm.c, 6, 1, 1, 0, 0, 9, 2
reg_referenced_p, gcc-2.8.0\rtlanal.c, 44, 12, 15, 3, 38, 21, 2
reg_set_p, gcc-2.8.0\rtlanal.c, 21, 3, 3, 2, 2, 25, 5
set_last_insn, gcc-2.8.0\emit-rtl.c, 8, 2, 2, 1, 0, 4, 2
next_nondeleted_insn, gcc-2.8.0\jump.c, 8, 2, 2, 1, 0, 3, 1
delete_for_peephole, gcc-2.8.0\jump.c, 22, 11, 6, 3, 2, 4, 1
invert_exp, gcc-2.8.0\jump.c, 40, 12, 9, 4, 13, 12, 6
redirect_exp, gcc-2.8.0\jump.c, 48, 26, 13, 4, 20, 14, 3
mark_modified_reg, gcc-2.8.0\jump.c, 19, 16, 6, 2, 2, 5, 3
thread_jumps, gcc-2.8.0\jump.c, 125, 29572, 24, 7, 20, 13, 20
note_stores, gcc-2.8.0\rtlanal.c, 39, 7, 7, 4, 1, 30, 0
rtx_equal_for_thread_p, gcc-2.8.0\jump.c, 122, 55, 42, 4, 176, 24, 5
modified_in_p, gcc-2.8.0\rtlanal.c, 40, 16, 16, 4, 23, 13, 2
arith_reg_operand, gcc-2.8.0\config\sh\sh.c, 19, 4, 4, 2, 6, 9, 2
output_file_directive, gcc-2.8.0\toplev.c, 17, 3, 3, 2, 2, 9, 4
print_lang_type, gcc-2.8.0\cp\ptree.c, 79, 7864323, 30, 2, 4, 38, 4
print_operand, gcc-2.8.0\config\alpha\alpha.c, 213, 89, 81, 4, 269, 16, 8
copystr, gcc-2.8.0\genextract.c, 11, 2, 2, 1, 1, 2, 4
total_frame_size, gcc-2.8.0\config\mn10200\mn10200.c, 41, 515, 13, 2, 2, 9, 2
expand_epilogue, gcc-2.8.0\config\v850\v850.c, 161, 357948, 29, 5, 8, 10, 26
expand_block_move, gcc-2.8.0\config\m88k\m88k.c, 41, 26, 9, 1, 5, 13, 7
mybzero, gcc-2.8.0\genextract.c, 8, 2, 2, 1, 0, 2, 0
constant_memory_operand, gcc-2.8.0\config\mn10200\mn10200.c, 7, 1, 1, 0, 0, 4, 2
savestring, gcc-2.8.0\cpplib.c, 9, 1, 1, 0, 0, 6, 4
notice_update_cc, gcc-2.8.0\config\h8300\h8300.c, 33, 8, 8, 2, 15, 7, 7
exit, gcc-2.8.0\config\m68k\aux-crt1.c, 21, 1, 1, 0, 0, 85, 5
gen_split, gcc-2.8.0\genemit.c, 64, 264, 13, 2, 5, 13, 4
dump_table, gcc-2.8.0\config\arm\arm.c, 28, 4, 4, 2, 3, 8, 10
free_token_list, gcc-2.8.0\cpplib.c, 11, 2, 2, 1, 0, 5, 1
function_arg_padding, gcc-2.8.0\config\rs6000\rs6000.c, 15, 2, 5, 1, 1, 7, 2
output_shift, gcc-2.8.0\config\arc\arc.c, 98, 320, 19, 4, 20, 8, 5
extendpsi_operand, gcc-2.8.0\config\mn10200\mn10200.c, 9, 1, 1, 0, 0, 6, 2
general_operand, gcc-2.8.0\recog.c, 44, 34, 12, 2, 9, 39, 5
mktemp, gcc-2.8.0\config\winnt\oldnames.c, 5, 1, 1, 0, 0, 3, 2
pfatal_with_name, gcc-2.8.0\toplev.c, 8, 1, 1, 0, 0, 8, 3
trace, gcc-2.8.0\config\ns32k\ns32k.c, 6, 1, 1, 0, 0, 3, 1
arith_double_operand, gcc-2.8.0\config\pa\pa.c, 12, 1, 1, 0, 0, 6, 3
arith11_operand, gcc-2.8.0\config\pa\pa.c, 8, 1, 1, 0, 0, 3, 3
small_data_operand, gcc-2.8.0\config\m32r\m32r.c, 17, 4, 4, 1, 3, 9, 3
large_int, gcc-2.8.0\config\mips\mips.c, 17, 5, 5, 1, 4, 6, 1
redeclaration_error_message, gcc-2.8.0\c-decl.c, 44, 13, 13, 2, 19, 20, 1
mips_const_double_ok, gcc-2.8.0\config\mips\mips.c, 35, 14, 12, 2, 11, 11, 4
target_isnan, gcc-2.8.0\fold-const.c, 35, 2, 2, 1, 1, 22, 2
target_negative, gcc-2.8.0\fold-const.c, 31, 2, 2, 1, 1, 15, 2
const_float_1_operand, gcc-2.8.0\config\mips\mips.c, 25, 5, 5, 1, 2, 7, 3
eliminate_constant_term, gcc-2.8.0\explow.c, 30, 4, 4, 1, 3, 13, 4
eq_or_neq, gcc-2.8.0\config\sparc\sparc.c, 7, 1, 1, 0, 0, 2, 1
cmp_op, gcc-2.8.0\config\mips\mips.c, 9, 2, 2, 1, 1, 5, 1
path_include, gcc-2.8.0\cccp.c, 23, 6, 6, 3, 2, 3, 2
call_address_operand, gcc-2.8.0\config\arc\arc.c, 9, 1, 1, 0, 0, 4, 3
move_double_src_operand, gcc-2.8.0\config\m32r\m32r.c, 29, 8, 9, 2, 20, 5, 5
mips_check_split, gcc-2.8.0\config\mips\mips.c, 15, 3, 3, 1, 2, 8, 1
movdi_operand, gcc-2.8.0\config\mips\mips.c, 17, 2, 2, 1, 1, 6, 4
se_register_operand, gcc-2.8.0\config\mips\mips.c, 14, 2, 2, 1, 1, 6, 2
se_reg_or_0_operand, gcc-2.8.0\config\mips\mips.c, 14, 2, 2, 1, 1, 6, 3
se_uns_arith_operand, gcc-2.8.0\config\mips\mips.c, 14, 2, 2, 1, 1, 6, 3
se_arith_operand, gcc-2.8.0\config\mips\mips.c, 14, 2, 2, 1, 1, 6, 3
se_nonmemory_operand, gcc-2.8.0\config\mips\mips.c, 14, 2, 2, 1, 1, 6, 3
nonmemory_operand, gcc-2.8.0\recog.c, 26, 6, 6, 2, 6, 12, 4
se_nonimmediate_operand, gcc-2.8.0\config\mips\mips.c, 14, 2, 2, 1, 1, 6, 3
nonimmediate_operand, gcc-2.8.0\recog.c, 7, 1, 1, 0, 0, 5, 2
mips_fill_delay_slot, gcc-2.8.0\config\mips\mips.c, 62, 60, 11, 1, 6, 13, 9
mips_count_memory_refs, gcc-2.8.0\config\mips\mips.c, 91, 414, 20, 3, 40, 9, 3
debug_rtx, gcc-2.8.0\print-rtl.c, 8, 1, 1, 0, 0, 8, 3
embedded_pic_offset, gcc-2.8.0\config\mips\mips.c, 21, 2, 2, 1, 0, 7, 13
gen_sequence, gcc-2.8.0\emit-rtl.c, 34, 10, 5, 1, 2, 27, 13
push_topmost_sequence, gcc-2.8.0\emit-rtl.c, 11, 2, 2, 1, 0, 7, 4
pop_topmost_sequence, gcc-2.8.0\emit-rtl.c, 10, 2, 2, 1, 0, 6, 3
mips_move_1word, gcc-2.8.0\config\mips\mips.c, 298, 4968, 86, 6, 71, 15, 18
abort_with_insn, gcc-2.8.0\config\mips\mips.c, 9, 1, 1, 0, 0, 9, 3
mips_move_2words, gcc-2.8.0\config\mips\mips.c, 278, 5376, 70, 6, 40, 12, 15
offsettable_address_p, gcc-2.8.0\recog.c, 30, 5, 6, 1, 4, 10, 6
mips_address_cost, gcc-2.8.0\config\mips\mips.c, 53, 20, 19, 2, 38, 6, 3
pfatal_with_name, gcc-2.8.0\cccp.c, 7, 1, 1, 0, 0, 5, 2
map_test_to_internal_test, gcc-2.8.0\config\mips\mips.c, 21, 11, 11, 1, 55, 2, 1
gen_int_relational, gcc-2.8.0\config\mips\mips.c, 128, 7064, 25, 3, 12, 21, 9
convert_move, gcc-2.8.0\expr.c, 329, 28080, 64, 4, 61, 44, 24
gen_conditional_branch, gcc-2.8.0\config\mips\mips.c, 63, 14, 12, 2, 3, 10, 7
gen_conditional_move, gcc-2.8.0\config\mips\mips.c, 88, 39, 15, 2, 58, 6, 5
assertion_lookup, gcc-2.8.0\cpplib.c, 16, 3, 3, 2, 3, 11, 2
